seqCorp,法人コード,法人の名称,法人の名称フリガナ,法人区分,行政庁,法人番号(JCN),郵便番号,主たる事務所の住所,代表電話番号,代表者の氏名,ホームページアドレス,事業年度,事業の種類,事業の概要,税額控除に係る証明
342,A017408,公益財団法人吉原育英会,コウエキザイダンホウジンヨシハライクエイカイ,公益財団法人,青森県,4420005002656,039-1161,青森県八戸市大字河原木字海岸4番地11東京鐵鋼株式会社八戸工場内,0178-28-6561,吉原 毎文,http://www.yoshiharaikueikai.or.jp/,04月01日~03月31日,児童又は青少年の健全な育成を目的とする事業,高度な教育を受けた人材の育成に寄与するため、青森県出身の高等学校、高等専門学校、短期大学、専門学校及び大学の在学生に対する奨学事業並びに青森県内の高等学校及び高等専門学校に対する助成事業を行う。,
348,A008676,公益財団法人膳所焼美術館,コウエキザイダンホウジンゼゼヤキビジュツカン,公益財団法人,滋賀県,1160005003188,520-0837,滋賀県大津市中庄1丁目22番28号,077-523-1118,國松 善次,https://www.zezeyaki.or.jp/,04月01日~03月31日,文化及び芸術の振興を目的とする事業,膳所焼の保存及び、その周知のための公開を行うとともに、膳所焼に関する調査研究を行い、もって地域文化の発展に寄与することを目的として事業を行っている。,
354,A017379,公益財団法人浦上奨学会,コウエキザイダンホウジンウラカミショウガクカイ,公益財団法人,内閣府,2240005012725,726-0033,広島県府中市目崎町762番地,0847-41-1140,浦上 浩,https://www.urakami-shougakukai.or.jp/,04月01日~03月31日,"学術及び科学技術の振興を目的とする事業、
児童又は青少年の健全な育成を目的とする事業、
国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業",日本人学生や海外からの留学生に対する奨学事業、学術研究の助成事業、図書など教育関係物品の寄贈などを行っている。,
374,A018132,公益財団法人予防医学事業中央会,コウエキザイダンホウジンヨボウイガクジギョウチュウオウカイ,公益財団法人,内閣府,1011105005320,162-0842,東京都新宿区市谷砂土原町1丁目2番地,03-3268-1800,櫻林 郁之介,http://www.yobouigaku-chuo.or.jp,04月01日~03月31日,公衆衛生の向上を目的とする事業,広く疾病の予防・健康の保持増進を図るため、検診・検査・予防医学に関する知識・技術等の普及啓発事業を行うと共に予防医学に関する学術研究・健康教育に関する事業を推進し、国民の公衆衛生と福祉の増進に寄与する,
377,A017100,公益財団法人隠岐の島町農業公社,コウエキザイダンホウジンオキノシマチョウノウギョウコウシャ,公益財団法人,島根県,1280005005651,685-0104,島根県隠岐郡隠岐の島町都万2470番地,08512-6-3173,池田 高世偉,,04月01日~03月31日,"国土の利用、整備又は保全を目的とする事業、
国民生活に不可欠な物資、エネルギー等の安定供給の確保を目的とする事業",農地利用集積・集約化事業その他農業構造の改善に資する事業,
379,A009283,公益財団法人武蔵野市子ども協会,コウエキザイダンホウジンムサシノシコドモキョウカイ,公益財団法人,東京都,2012405002378,180-0013,東京都武蔵野市西久保1丁目6番27号多摩信用金庫武蔵野支店4階,0422-36-0671,清水 雅之,http://mu-kodomo.kids.coocan.jp/,04月01日~03月31日,児童又は青少年の健全な育成を目的とする事業,武蔵野市における子どもの育成活動、並びに子育て全般を支援する事業,
382,A017967,公益財団法人鈴鹿国際交流協会,コウエキザイダンホウジンスズカコクサイコウリュウキョウカイ,公益財団法人,三重県,2190005004091,513-0802,三重県鈴鹿市飯野寺家町810番地,059-383-0724,後藤 光雄,http://www.sifa.suzuka.mie.jp,04月01日~03月31日,"男女共同参画社会の形成その他のより良い社会の形成の推進を目的とする事業、
国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業、
地域社会の健全な発展を目的とする事業",地域レベルでの国際交流の促進・国際理解、多文化共生の推進及びこれらを推進するための人材の育成及び市民活動等に関する事業,
384,A017857,公益財団法人高知法報会,コウエキザイダンホウジンコウチホウボウカイ,公益財団法人,高知県,5490005000454,780-0967,高知県高知市福井東町28番20-2号コーポ蓮華302,090-5716-5474,堤 基成,,04月01日~03月31日,公衆衛生の向上を目的とする事業,墓地の運営・管理等,
390,A017726,公益財団法人伊賀市文化都市協会,コウエキザイダンホウジニガシブンカトシキョウカイ,公益財団法人,三重県,9190005009968,518-0809,三重県伊賀市西明寺3240番地の2,0595-22-0511,中村忠明,http://www.bunto.com,04月01日~03月31日,"文化及び芸術の振興を目的とする事業、
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業、
国政の健全な運営の確保に資することを目的とする事業、
地域社会の健全な発展を目的とする事業",地域の教育、芸術、文化、生涯学習の振興を目的に、主催公演、講座、体験活動等を行うとともに、産学官連携地域産業創造センターの運営を通じ、環境・食・文化等に関する地域産業の振興に資する事業を行なう。,
397,A008479,公益財団法人井上育英会,コウエキザイダンホウジンイノウエイクエイカイ,公益財団法人,内閣府,8010005018921,162-0843,東京都新宿区市谷田町二丁目31番1号,03-5579-2686,井川 博,http://www.inoue-ikuei.jp/,04月01日~03月31日,児童又は青少年の健全な育成を目的とする事業,全国9大学を対象として年間20名程度の奨学生を公募選考し、月2万8千円~3万5千円の奨学金を貸与する他、奨学生相互間、OB、OGとの交流の場を提供し、勉学、進路等の指導助言を行う。,【証明】公益財団法人井上育英会〔税額控除〕
427,A008161,公益財団法人富田林市文化振興事業団,コウエキザイダンホウジントンダバヤシシブンカシンコウジギョウダン,公益財団法人,大阪府,6120105007732,584-0084,大阪府富田林市桜ケ丘町2番8号,0721-25-0222,道籏 安幸,http://subaruhall.org/,04月01日~03月31日,文化及び芸術の振興を目的とする事業,文化芸術の振興に関する事業や文化施設の管理運営事業等を通し、文化を身近に感じることのできる環境づくりを進めることにより、個性豊かな、魅力ある地域文化の創造及び生涯学習の推進に寄与する。,
444,A008841,公益財団法人埼玉県市町村振興協会,コウエキザイダンホウジンサイタマケンシチョウソンシンコウキョウカイ,公益財団法人,埼玉県,9030005000430,330-0062,埼玉県さいたま市浦和区仲町3丁目5番1号埼玉県県民健康センター内,048-822-5004,理事長 富岡 勝則,https://smdc.or.jp/,04月01日~03月31日,地域社会の健全な発展を目的とする事業,埼玉県内の市町村の健全な発展を図るために、市町村振興宝くじの収益金等を活用し、市町村の財政支援のための貸付事業等、市町村を支援する事業を行い、もって住民福祉の増進に資することを目的とする。,
450,A017138,公益財団法人木原記念横浜生命科学振興財団,コウエキザイダンホウジンキハラキネンヨコハマセイメイカガクシンコウザイダン,公益財団法人,神奈川県,4020005002985,230-0045,神奈川県横浜市鶴見区末広町1丁目6番地,045-502-4810,大野 泰雄,https://kihara.or.jp,04月01日~03月31日,"学術及び科学技術の振興を目的とする事業、
公正かつ自由な経済活動の機会の確保及び促進並びにその活性化による国民生活の安定向上を目的とする事業",学術交流・奨励を行い生命科学研究の重要性を伝えるとともに、生命科学における大学や研究機関と産業界等との共同研究を組織化し、及び自ら共同研究に参画することをもって、生命科学の振興と産業の活性化に寄与する,
