seqCorp,法人コード,法人の名称,法人の名称フリガナ,法人区分,行政庁,法人番号(JCN),郵便番号,主たる事務所の住所,代表電話番号,代表者の氏名,ホームページアドレス,事業年度,事業の種類,事業の概要,税額控除に係る証明
79,A012696,一般社団法人岩手県労働者福祉協議会,イッパンシャダンホウジンイワテケンロウドウシャフクシキョウギカイ,一般社団法人,岩手県,5400005000999,020-0022,岩手県盛岡市大通一丁目1番16号,019-654-3082,伊藤　裕一,http://iwate.rofuku.net/,04月01日～03月31日,,"１．労働者の教育・文化事業（美術展・文化講演会・研究集会・退職準備ｻﾎﾟｰﾄ研修会）
２．相談事業（ﾜﾝｽﾄｯﾌﾟの生活相談）
３．健康促進・交流事業（野球県大会・ボーリング大会・健康促進ｾﾐﾅ）",
80,A018056,公益財団法人げんでんふれあい茨城財団,コウエキザイダンホウジンゲンデンフレアイイバラキザダン,公益財団法人,茨城県,5050005001736,319-1198,茨城県那珂郡東海村大字白方１番地の１,029-287-1251,坂佐井　豊,http://www.genden-ibarakizaidan.or.jp/,04月01日～03月31日,"学術及び科学技術の振興を目的とする事業、
文化及び芸術の振興を目的とする事業、
児童又は青少年の健全な育成を目的とする事業、
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業、
地球環境の保全又は自然環境の保護及び整備を目的とする事業","美しい自然と歴史にあふれる茨城県において、地域団体との連携あるいはその活動を支援し、地域文化と科学技術の振興及び青少年等の人材育成に関する事業、並びに「ふれあい」と「ゆとり」の創造に関する事業を行い、もって豊かな地域文化の振興、発展に寄与する以下の事業を行う。
（１）地域文化、科学技術の振興に関する事業（２）青少年等の人材育成に関する事業（３）「ふれあい」及び「ゆとり」の創造に関する事業（４）その他目的を達成するために必要な事業",
81,A009515,公益財団法人東京都水泳協会,コウエキザイダンホウジントウキョウトスイエイキョウカイ,公益財団法人,東京都,2011005003555,150-0012,東京都渋谷区広尾１丁目３番１８号,03-5422-6147,北島　康介,,04月01日～03月31日,教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業,東京都民の水泳・水泳競技及びその競技会を成立させるための基礎条件の整備・普及事業,
82,A014373,公財岩手テスト研究所,コウザイテストケンキュウジョ,公益財団法人,ゲスト行政庁,3999990030003,020-8570,岩手県盛岡市内丸10-1,019-629-5039,岩手県Ｂ　一郎,,,,,
83,,,,,,,,,,,,,,,
84,A014419,公社岩手テスト研究所,コウシャテストケンキュウジョ,公益社団法人,ゲスト行政庁,2999990030004,020-8570,岩手県盛岡市内丸10-1,019-629-5039,岩手県Ｂ　一郎,,,,,
85,A008267,公益財団法人沖縄県国際交流・人材育成財団,コウエキザイダンホウジンオキナワケンコクサイコウリュウ・ジンザイイクセイザイダン,公益財団法人,沖縄県,2360005000180,901-2221,沖縄県宜野湾市伊佐３丁目４番１号第５タテルマンビル３階,098-942-9212,宮城　淳,http://www.oihf.or.jp/,04月01日～03月31日,"学術及び科学技術の振興を目的とする事業、
児童又は青少年の健全な育成を目的とする事業",沖縄県内に住所を有する子弟のうち、優秀な学生又は生徒で経済的理由によって修学困難な者に対し、学資を貸与又は給与、若しくは住居を貸与し、併せて留学助成その他必要な事業を行うとともに、海外からの留学生等の受入れその他国際交流・協力に関する事業を行い、もって本県の教育、文化及び産業の発展に資するための国際性豊かな有益な人材の育成並びに国際交流・協力拠点の形成を図ること,
86,A014609,移財岩手テスト研究所,イザイテストケンキュウジョ,一般財団法人である移行法人,ゲスト行政庁,1999990030005,020-8570,岩手県盛岡市内丸10-1,019-629-5039,岩手県Ｂ　一郎,,,,,
87,A008681,一般財団法人笠岡市総合福祉事業団吸江社,イッパンザイダンホウジンカサオカシソウゴウフクシジギョウダンキュウコウシャ,一般財団法人,岡山県,7260005009021,714-0088,岡山県笠岡市中央町１番地の１,0865-63-5511,山本　宏,,04月01日～03月31日,,当法人は、勤労者の福祉の向上とコミュニティ活動の促進を図るとともに笠岡市が設置する公の施設の利用促進を図り、もって市民の福祉向上に寄与することを目的とした法人である。,
88,,一般財団法人ＪＰ生きがい振興財団,イツパンザイダンホウジンジエイピーイキガイシンコウザイダン,一般財団法人,内閣府,,102-0075,東京都千代田区三番町６番８警察共済ビル内,03-5213-8408,山田　英雄,,,,,
89,A008864,公益財団法人香川県学校給食会,コウエキザイダンホウジンカガワケンガッコウキュウショクカイ,公益財団法人,香川県,8470005005287,760-0004,香川県高松市西宝町２丁目６番４０号　香川県教育会館４階,087-833-0816,田中　光,http://www.kagawa-gk.or.jp/,04月01日～03月31日,"児童又は青少年の健全な育成を目的とする事業、
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業",香川県内における学校給食の円滑な実施及びその充実発展を支援し、もって広く児童生徒の心身の健全な発達並びに学校給食を通した食育の推進に寄与することを目的とした事業を実施しています。,
90,A017161,一般社団法人全日本合唱連盟,イッパンシャダンホウジンゼンニッポンガッショウレンメイ,一般社団法人,内閣府,3010005018934,104-0045,東京都中央区築地５丁目３番２号朝日新聞東京本社内,03-5540-7813,岸　信介,http://www.jcanet.or.jp,04月01日～03月31日,,合唱音楽の普及と向上を図り、わが国の音楽文化の発展に寄与することを目的としています。全国組織とで合唱コンクール、おかあさんコーラス大会、各種講習会、国際交流事業などを行っている。,
91,A014516,移社岩手テスト研究所,イシャテストケンキュウジョ,一般社団法人である移行法人,ゲスト行政庁,9999990030006,020-8570,岩手県盛岡市内丸10-1,019-629-5039,岩手県Ｂ　一郎,,,,,
92,A017719,一般社団法人滋賀県産業廃棄物協会,イッパンシャダンホウジンシガケンサンギョウハイキブツキョウカイ,一般社団法人,滋賀県,2160005000093,520-0051,滋賀県大津市梅林１丁目３番３０号,077-521-2550,木下　茂,http://shiga.sanpai.com,04月01日～03月31日,"公衆衛生の向上を目的とする事業、
地球環境の保全又は自然環境の保護及び整備を目的とする事業",産業廃棄物の適正処理の確保と再資源化を推進し、地域環境の保全及び循環型社会の構築を図るとともに、低炭素社会の実現に資する。,
93,A008231,公益財団法人日本郵趣協会,コウエキザイダンホウジンニホンユウシュキョウカイ,公益財団法人,内閣府,3013305001717,171-0031,東京都豊島区目白一丁目4番23号,03-5951-3311,山田　廉一,https://yushu.or.jp/,04月01日～03月31日,"文化及び芸術の振興を目的とする事業、
男女共同参画社会の形成その他のより良い社会の形成の推進を目的とする事業",日本及び世界各国の郵便切手類及び郵便制度に関する情報を提供し、より深い文化活動の振興に寄与するため、郵趣の普及啓発、出版物の頒布、展覧会の開催、流通促進、国際文化交流、顕彰などの事業を実施している。,
94,A014065,一財岩手テスト研究所,イチザイテストケンキュウジョ,一般財団法人,ゲスト行政庁,8999990030007,020-8570,岩手県盛岡市内丸10-1,019-629-5039,岩手県Ｂ　一郎,,,,,
95,A018734,一般社団法人大阪貿易協会,イッパンシャダンホウジンオオサカボウエキキョウカイ,一般社団法人,大阪府,6120005003294,541-0048,大阪府大阪市中央区瓦町２丁目４番７号新瓦町ビル４階,06-6121-6064,八木　雄三,,04月01日～03月31日,,貿易の振興に寄与するため、会員相互の連携と情報の交換を促進するとともに、原産地証明書の発給業務を行う事で公益にも寄与していく。,
96,A014642,一社岩手テスト研究所,イチシャテストケンキュウジョ,一般社団法人,ゲスト行政庁,7999990030008,020-8570,岩手県盛岡市内丸10-1,019-629-5039,岩手県Ｂ　一郎,,,,,
97,A010432,一般財団法人備前市施設管理公社,イッパンザイダンホウジンビゼンシシセツカンリコウシャ,一般財団法人である移行法人,岡山県,4260005009024,705-0024,岡山県備前市久々井７４７番地,0869-63-3811,杉浦　俊太郎,,04月01日～03月31日,,指定管理者制度に基づく公園施設及び労働関連施設を有効活用し利用の促進を図る。市民の教養、レクリェーション、健康増進など地域に貢献する事及び市民福祉の向上に寄与する事を目的とした事業を行う。,
98,A014118,特財宮城テスト研究所,トクザイテストケンキュウジョ,特例財団法人,ゲスト行政庁,4999990040001,980-8570,宮城県仙台市青葉区本町3-8-1,022-211-2267,宮城県Ａ　一郎,,,,,
